Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score	group	trait
L2_3	0.1317141515601244	0.1532263111065735	0.0227366611868787	1.163324588069257	0.1726212477366185	0.3398951023053475	1.2387858669557903e-09	1.4644147923178756e-09	0.8459255352064835	d8	1021
L2_4	0.1575507380360094	0.1882362293092635	0.0240382578899085	1.194765772955254	0.1525747082467768	0.1986673050289019	9.071651518514201e-10	1.2433447190888427e-09	0.7296167651045447	d6	1021
L2_5	0.1465600900764432	0.1054773579383214	0.0222711503873073	0.7196867706843406	0.1519591750775476	0.0556920500705631	-3.8964551328294255e-09	1.1633139324877204e-09	-3.3494442248249747	d1	1021
L2_6	0.1640202853169996	0.1943405811094387	0.0256902302038988	1.1848569872552015	0.1566283716324945	0.2382921640596579	8.029374059133646e-10	1.2085100616456107e-09	0.6644027479754835	d4	1021
L2_7	0.1387572450256737	0.1183349065201745	0.0230329987948891	0.852819659962833	0.1659949272603924	0.3616086081355507	-1.9085605754940502e-09	1.280695018534788e-09	-1.4902537668004576	d7	1021
L2_8	0.1601005777567751	0.1695306081454092	0.0265368737870513	1.058900664324648	0.165751268102019	0.7234197337957826	-2.4874261792571526e-10	1.2695734670211648e-09	-0.1959261314032869	d5	1021
L2_9	0.0855516519522462	0.0896316334410427	0.0177904083417977	1.0476902712652925	0.2079493257678772	0.8191168705574001	1.5595970335922124e-09	1.6237547162842981e-09	0.9604880699968652	d10	1021
L2_10	0.1078515100838612	0.1035525897755556	0.0178476705672588	0.9601403790733868	0.165483733638789	0.8090431155604748	-5.807234910448574e-10	1.3396457437006186e-09	-0.4334903415888704	d9	1021
L2_1	0.1569973221650353	0.1355968891913331	0.0127068277006818	0.8636891847670741	0.080936588761205	0.0971983707681401	-1.4711325327433436e-09	6.975060350421939e-10	-2.109132335542232	d2	1031
L2_2	0.1624380426692191	0.1412261282356594	0.0139021677726778	0.869415353170965	0.0855844329581557	0.1297903193172778	-1.1524491967119542e-09	7.231874557337486e-10	-1.5935691190089507	d3	1031
L2_3	0.1317141515601244	0.1206126601080897	0.0134535676800629	0.9157152718934142	0.1021421580043486	0.406726817972591	2.1486807973512201e-10	8.962128461832617e-10	0.2397511714434684	d8	1031
L2_4	0.1575507380360094	0.17035778719094	0.0143807745223969	1.0812884110514511	0.0912771003275787	0.3723601008467276	6.021924004794972e-10	8.068943244619882e-10	0.746308881130153	d6	1031
L2_5	0.1465600900764432	0.1510031974614726	0.0144366547195093	1.0303159433288551	0.098503315001918	0.7578445479729454	-4.6181173022812564e-10	8.30427420535997e-10	-0.5561132963673702	d1	1031
L2_6	0.1640202853169996	0.1368259429021641	0.0136244617913672	0.8342013467280747	0.0830657120552832	0.0475568699812438	-1.1761880104514254e-09	7.337515920733616e-10	-1.6029784782175005	d4	1031
